Well Row,Well Col,Content,Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),
E,7,Sample X55,0.053,0.052,0.059,0.071,0.091,0.123,0.156,0.199,0.242,0.276,0.3,0.332,0.353,0.375,0.387,0.402,0.409,0.424,0.439,0.449,0.461,0.47,0.489,0.499,0.51,0.525,0.53,0.545,0.552,0.563,0.576,0.584,0.592,0.607,0.611,0.619,0.634,0.644,0.647,0.655,0.665,0.678,0.687,0.692,0.699,0.71,0.713,0.717,0.732,0.735,0.747,0.75,0.756,0.773,0.773,
E,8,Sample X56,0.051,0.051,0.057,0.064,0.083,0.117,0.146,0.189,0.23,0.274,0.307,0.335,0.357,0.376,0.385,0.396,0.401,0.421,0.427,0.433,0.443,0.459,0.466,0.476,0.486,0.494,0.506,0.514,0.525,0.528,0.541,0.551,0.559,0.57,0.574,0.579,0.589,0.594,0.597,0.602,0.608,0.613,0.614,0.622,0.632,0.633,0.63,0.633,0.646,0.643,0.646,0.651,0.657,0.666,0.662,
E,9,Sample X57,0.046,0.046,0.051,0.055,0.06,0.082,0.101,0.13,0.152,0.176,0.2,0.219,0.229,0.24,0.257,0.266,0.278,0.286,0.29,0.301,0.311,0.316,0.345,0.371,0.39,0.404,0.42,0.443,0.447,0.467,0.471,0.493,0.493,0.505,0.511,0.515,0.517,0.542,0.543,0.553,0.565,0.572,0.584,0.59,0.594,0.599,0.598,0.605,0.609,0.62,0.617,0.63,0.635,0.638,0.647,
E,10,Sample X58,0.049,0.051,0.052,0.06,0.066,0.086,0.1,0.118,0.135,0.151,0.163,0.179,0.205,0.226,0.253,0.263,0.276,0.291,0.302,0.309,0.32,0.325,0.346,0.379,0.394,0.396,0.399,0.409,0.42,0.434,0.435,0.448,0.452,0.452,0.464,0.465,0.455,0.469,0.477,0.493,0.5,0.504,0.509,0.51,0.515,0.515,0.508,0.517,0.525,0.53,0.518,0.525,0.532,0.538,0.529,
E,11,Sample X59,0.046,0.046,0.051,0.056,0.06,0.074,0.089,0.112,0.134,0.163,0.184,0.217,0.254,0.271,0.295,0.311,0.329,0.347,0.355,0.362,0.379,0.391,0.404,0.419,0.42,0.441,0.445,0.456,0.47,0.474,0.476,0.489,0.498,0.509,0.518,0.53,0.537,0.552,0.552,0.564,0.568,0.577,0.59,0.602,0.606,0.614,0.618,0.623,0.642,0.642,0.644,0.658,0.665,0.669,0.672,
E,12,Sample X60,0.04,0.039,0.04,0.04,0.037,0.04,0.041,0.041,0.035,0.039,0.039,0.038,0.04,0.038,0.038,0.037,0.039,0.038,0.04,0.039,0.039,0.039,0.036,0.039,0.039,0.038,0.034,0.041,0.038,0.038,0.037,0.042,0.039,0.041,0.038,0.039,0.039,0.04,0.04,0.04,0.039,0.042,0.04,0.041,0.043,0.042,0.042,0.036,0.04,0.043,0.041,0.044,0.043,0.043,0.041,
F,1,Sample X61,0.042,0.042,0.044,0.042,0.042,0.042,0.041,0.042,0.041,0.043,0.042,0.039,0.041,0.038,0.042,0.041,0.041,0.04,0.041,0.039,0.039,0.04,0.041,0.04,0.04,0.039,0.039,0.041,0.041,0.041,0.039,0.044,0.043,0.044,0.042,0.043,0.041,0.042,0.041,0.043,0.041,0.044,0.043,0.043,0.046,0.043,0.046,0.043,0.045,0.046,0.046,0.05,0.047,0.047,0.045,
F,2,Sample X62,0.053,0.054,0.063,0.084,0.114,0.153,0.184,0.233,0.28,0.343,0.394,0.409,0.42,0.431,0.448,0.463,0.466,0.498,0.519,0.533,0.559,0.58,0.591,0.606,0.626,0.647,0.652,0.68,0.692,0.7,0.719,0.746,0.755,0.775,0.8,0.804,0.806,0.81,0.836,0.859,0.876,0.887,0.9,0.911,0.933,0.929,0.936,0.96,0.951,0.975,0.979,0.984,0.997,1.006,0.996,
F,3,Sample X63,0.051,0.049,0.059,0.074,0.102,0.142,0.182,0.232,0.306,0.362,0.397,0.42,0.44,0.468,0.484,0.49,0.506,0.533,0.547,0.565,0.597,0.635,0.666,0.683,0.708,0.732,0.747,0.789,0.794,0.831,0.854,0.89,0.904,0.925,0.941,0.971,0.987,1,1.011,1.032,1.047,1.062,1.064,1.069,1.094,1.088,1.088,1.1,1.11,1.119,1.129,1.143,1.144,1.165,1.171,
F,4,Sample X64,0.05,0.049,0.052,0.054,0.057,0.075,0.095,0.113,0.128,0.142,0.157,0.167,0.181,0.187,0.197,0.204,0.212,0.221,0.225,0.229,0.235,0.246,0.247,0.257,0.256,0.262,0.26,0.267,0.271,0.275,0.276,0.287,0.293,0.303,0.313,0.337,0.384,0.381,0.38,0.382,0.407,0.433,0.443,0.432,0.448,0.482,0.496,0.509,0.53,0.541,0.551,0.564,0.56,0.577,0.578,
F,5,Sample X65,0.05,0.05,0.052,0.052,0.057,0.07,0.08,0.091,0.102,0.116,0.128,0.145,0.168,0.18,0.2,0.22,0.237,0.244,0.248,0.249,0.256,0.261,0.263,0.27,0.269,0.272,0.275,0.285,0.287,0.295,0.301,0.305,0.314,0.32,0.329,0.349,0.431,0.434,0.431,0.444,0.471,0.515,0.539,0.532,0.569,0.604,0.626,0.649,0.667,0.692,0.7,0.712,0.723,0.737,0.743,
F,6,Sample X66,0.057,0.054,0.064,0.077,0.095,0.128,0.164,0.211,0.253,0.289,0.317,0.345,0.369,0.379,0.396,0.405,0.414,0.433,0.442,0.455,0.465,0.481,0.493,0.508,0.521,0.531,0.534,0.556,0.557,0.574,0.58,0.597,0.608,0.618,0.628,0.635,0.648,0.649,0.665,0.669,0.681,0.691,0.7,0.706,0.714,0.721,0.73,0.738,0.753,0.757,0.768,0.778,0.781,0.792,0.795,
F,7,Sample X67,0.068,0.068,0.074,0.09,0.111,0.146,0.173,0.213,0.254,0.288,0.32,0.349,0.373,0.38,0.388,0.393,0.403,0.404,0.41,0.426,0.432,0.447,0.457,0.464,0.476,0.486,0.493,0.506,0.511,0.522,0.533,0.542,0.554,0.562,0.573,0.579,0.589,0.593,0.599,0.604,0.616,0.629,0.627,0.636,0.645,0.65,0.657,0.665,0.677,0.68,0.697,0.701,0.704,0.707,0.715,
F,8,Sample X68,0.04,0.036,0.042,0.038,0.037,0.041,0.038,0.043,0.04,0.04,0.038,0.039,0.04,0.038,0.038,0.039,0.037,0.039,0.038,0.037,0.037,0.038,0.038,0.038,0.04,0.039,0.037,0.041,0.039,0.04,0.038,0.044,0.039,0.043,0.042,0.041,0.042,0.043,0.041,0.042,0.043,0.043,0.043,0.046,0.046,0.045,0.045,0.041,0.048,0.046,0.048,0.05,0.049,0.05,0.047,
F,9,Sample X69,0.044,0.042,0.047,0.04,0.043,0.044,0.039,0.042,0.038,0.042,0.041,0.04,0.04,0.039,0.039,0.038,0.037,0.04,0.04,0.036,0.038,0.039,0.039,0.038,0.039,0.04,0.036,0.04,0.04,0.038,0.038,0.04,0.04,0.042,0.04,0.042,0.04,0.041,0.039,0.041,0.039,0.043,0.041,0.042,0.042,0.044,0.041,0.04,0.043,0.044,0.043,0.046,0.045,0.047,0.043,
F,10,Sample X70,0.041,0.038,0.042,0.04,0.039,0.042,0.038,0.041,0.038,0.042,0.04,0.041,0.04,0.04,0.039,0.039,0.038,0.04,0.04,0.037,0.038,0.039,0.04,0.038,0.038,0.038,0.035,0.04,0.038,0.04,0.038,0.039,0.041,0.041,0.038,0.042,0.041,0.039,0.039,0.042,0.04,0.043,0.041,0.042,0.041,0.041,0.043,0.04,0.045,0.045,0.045,0.044,0.046,0.046,0.044,
F,11,Sample X71,0.059,0.06,0.07,0.078,0.094,0.115,0.137,0.165,0.204,0.26,0.292,0.318,0.329,0.333,0.341,0.348,0.363,0.373,0.379,0.391,0.399,0.402,0.41,0.415,0.421,0.43,0.434,0.443,0.449,0.454,0.455,0.457,0.466,0.468,0.469,0.476,0.48,0.477,0.477,0.486,0.49,0.494,0.486,0.491,0.499,0.501,0.505,0.503,0.506,0.508,0.512,0.514,0.518,0.518,0.519,
F,12,Sample X72,0.038,0.039,0.043,0.038,0.036,0.041,0.041,0.039,0.038,0.038,0.039,0.038,0.037,0.04,0.038,0.037,0.038,0.038,0.038,0.038,0.038,0.037,0.038,0.038,0.038,0.038,0.037,0.041,0.037,0.037,0.037,0.04,0.038,0.041,0.037,0.038,0.041,0.038,0.037,0.04,0.038,0.04,0.039,0.038,0.041,0.04,0.04,0.037,0.041,0.041,0.041,0.043,0.039,0.041,0.04,
G,1,Sample X73,0.044,0.045,0.044,0.043,0.041,0.043,0.042,0.043,0.042,0.043,0.042,0.041,0.043,0.04,0.043,0.041,0.042,0.044,0.042,0.041,0.041,0.043,0.041,0.042,0.041,0.041,0.04,0.043,0.041,0.042,0.041,0.043,0.043,0.043,0.043,0.044,0.044,0.04,0.041,0.042,0.041,0.044,0.043,0.043,0.044,0.044,0.044,0.039,0.045,0.047,0.044,0.049,0.046,0.044,0.043,
G,2,Sample X74,0.042,0.042,0.044,0.044,0.042,0.043,0.04,0.044,0.041,0.043,0.042,0.041,0.042,0.039,0.042,0.04,0.039,0.043,0.043,0.04,0.041,0.043,0.043,0.041,0.041,0.043,0.04,0.042,0.04,0.044,0.042,0.046,0.042,0.046,0.044,0.044,0.043,0.043,0.042,0.044,0.041,0.045,0.043,0.045,0.047,0.043,0.047,0.043,0.048,0.049,0.049,0.05,0.047,0.048,0.048,
G,3,Sample X75,0.041,0.039,0.041,0.042,0.04,0.04,0.04,0.041,0.041,0.043,0.041,0.043,0.043,0.04,0.043,0.04,0.041,0.042,0.041,0.04,0.041,0.042,0.039,0.04,0.04,0.041,0.038,0.042,0.041,0.043,0.043,0.043,0.043,0.044,0.044,0.044,0.044,0.043,0.042,0.046,0.044,0.046,0.045,0.045,0.048,0.045,0.047,0.044,0.049,0.051,0.049,0.052,0.051,0.05,0.049,
G,4,Sample X76,0.043,0.04,0.041,0.04,0.039,0.041,0.039,0.041,0.04,0.04,0.041,0.039,0.041,0.04,0.041,0.04,0.041,0.041,0.041,0.038,0.038,0.04,0.039,0.042,0.04,0.039,0.04,0.042,0.04,0.042,0.041,0.041,0.043,0.044,0.043,0.044,0.043,0.043,0.043,0.045,0.043,0.045,0.046,0.046,0.045,0.044,0.048,0.044,0.048,0.048,0.047,0.053,0.051,0.049,0.051,
G,5,Sample X77,0.041,0.038,0.041,0.039,0.038,0.039,0.038,0.039,0.037,0.041,0.042,0.039,0.04,0.04,0.039,0.039,0.039,0.038,0.038,0.04,0.038,0.041,0.04,0.038,0.04,0.039,0.039,0.041,0.04,0.041,0.041,0.043,0.043,0.046,0.042,0.045,0.045,0.045,0.041,0.044,0.043,0.046,0.044,0.046,0.047,0.045,0.047,0.042,0.049,0.049,0.048,0.051,0.05,0.05,0.048,
G,6,Sample X78,0.04,0.037,0.041,0.04,0.038,0.043,0.038,0.041,0.039,0.041,0.042,0.042,0.042,0.038,0.039,0.039,0.039,0.038,0.04,0.038,0.038,0.042,0.039,0.04,0.039,0.038,0.037,0.041,0.04,0.041,0.039,0.042,0.039,0.043,0.04,0.044,0.042,0.041,0.041,0.042,0.043,0.043,0.041,0.043,0.046,0.042,0.044,0.041,0.046,0.045,0.047,0.05,0.046,0.046,0.045,
G,7,Sample X79,0.041,0.042,0.044,0.042,0.042,0.043,0.041,0.044,0.041,0.043,0.04,0.041,0.042,0.04,0.041,0.041,0.041,0.04,0.041,0.038,0.038,0.038,0.041,0.04,0.04,0.04,0.038,0.042,0.041,0.041,0.039,0.042,0.041,0.047,0.041,0.04,0.043,0.042,0.041,0.042,0.042,0.042,0.043,0.042,0.045,0.043,0.043,0.04,0.046,0.046,0.048,0.047,0.046,0.045,0.044,
G,8,Sample X80,0.038,0.037,0.043,0.041,0.04,0.042,0.04,0.041,0.041,0.042,0.039,0.039,0.039,0.04,0.04,0.04,0.038,0.039,0.041,0.04,0.037,0.039,0.037,0.039,0.039,0.038,0.035,0.041,0.039,0.041,0.037,0.042,0.04,0.043,0.039,0.04,0.042,0.041,0.038,0.038,0.039,0.041,0.04,0.042,0.043,0.042,0.04,0.039,0.045,0.043,0.043,0.044,0.044,0.043,0.04,
G,9,Sample X81,0.036,0.037,0.041,0.039,0.038,0.043,0.04,0.043,0.04,0.041,0.041,0.039,0.041,0.039,0.042,0.04,0.04,0.038,0.041,0.037,0.038,0.039,0.038,0.039,0.038,0.038,0.036,0.039,0.039,0.039,0.037,0.041,0.04,0.042,0.04,0.041,0.041,0.039,0.039,0.04,0.037,0.041,0.038,0.042,0.043,0.042,0.039,0.036,0.043,0.041,0.041,0.043,0.04,0.041,0.038,
G,10,Sample X82,0.042,0.045,0.046,0.045,0.043,0.045,0.042,0.045,0.042,0.042,0.044,0.042,0.044,0.04,0.043,0.041,0.043,0.042,0.041,0.038,0.039,0.042,0.039,0.042,0.039,0.038,0.037,0.04,0.038,0.038,0.038,0.042,0.041,0.042,0.04,0.04,0.04,0.04,0.04,0.04,0.039,0.041,0.038,0.04,0.041,0.04,0.04,0.038,0.044,0.041,0.041,0.043,0.041,0.041,0.038,
G,11,Sample X83,0.042,0.043,0.044,0.042,0.04,0.042,0.039,0.041,0.041,0.04,0.041,0.04,0.041,0.038,0.039,0.041,0.039,0.04,0.04,0.038,0.037,0.039,0.039,0.038,0.041,0.037,0.037,0.041,0.038,0.039,0.039,0.041,0.039,0.04,0.038,0.042,0.04,0.038,0.038,0.039,0.038,0.039,0.039,0.04,0.043,0.039,0.039,0.039,0.043,0.04,0.041,0.043,0.041,0.041,0.041,
G,12,Sample X84,0.045,0.043,0.045,0.04,0.041,0.043,0.04,0.042,0.043,0.043,0.04,0.043,0.042,0.043,0.042,0.042,0.041,0.042,0.042,0.039,0.04,0.04,0.041,0.039,0.039,0.04,0.038,0.041,0.041,0.042,0.039,0.041,0.043,0.04,0.041,0.044,0.04,0.043,0.041,0.041,0.04,0.042,0.041,0.043,0.043,0.041,0.039,0.039,0.044,0.043,0.042,0.045,0.043,0.043,0.04,
H,1,Blank B,0.046,0.049,0.05,0.048,0.045,0.047,0.044,0.046,0.044,0.045,0.046,0.045,0.045,0.044,0.045,0.043,0.045,0.044,0.046,0.042,0.042,0.045,0.045,0.044,0.044,0.045,0.042,0.045,0.044,0.045,0.044,0.046,0.047,0.045,0.043,0.047,0.046,0.044,0.044,0.045,0.043,0.045,0.045,0.045,0.051,0.046,0.046,0.044,0.047,0.048,0.052,0.052,0.047,0.049,0.048,
H,2,Blank B,0.043,0.042,0.044,0.042,0.041,0.042,0.04,0.044,0.041,0.043,0.042,0.042,0.042,0.038,0.04,0.04,0.043,0.042,0.04,0.04,0.041,0.043,0.039,0.042,0.04,0.04,0.038,0.042,0.04,0.042,0.038,0.041,0.042,0.04,0.041,0.04,0.042,0.041,0.042,0.043,0.041,0.043,0.041,0.042,0.045,0.042,0.042,0.036,0.044,0.044,0.044,0.046,0.041,0.043,0.042,
H,3,Blank B,0.044,0.043,0.046,0.044,0.043,0.045,0.042,0.044,0.04,0.045,0.042,0.041,0.043,0.039,0.043,0.041,0.042,0.047,0.04,0.038,0.043,0.042,0.041,0.041,0.042,0.041,0.041,0.042,0.041,0.042,0.041,0.043,0.043,0.042,0.041,0.044,0.043,0.042,0.043,0.042,0.041,0.044,0.043,0.044,0.046,0.044,0.044,0.04,0.045,0.048,0.044,0.047,0.044,0.045,0.042,
H,4,Blank B,0.044,0.042,0.044,0.043,0.042,0.042,0.042,0.042,0.041,0.043,0.041,0.042,0.043,0.041,0.041,0.04,0.042,0.043,0.042,0.039,0.043,0.043,0.042,0.04,0.041,0.039,0.037,0.042,0.042,0.041,0.04,0.042,0.043,0.041,0.041,0.043,0.043,0.041,0.042,0.042,0.041,0.043,0.042,0.044,0.044,0.042,0.044,0.04,0.043,0.045,0.045,0.048,0.045,0.045,0.042,
H,5,Blank B,0.044,0.043,0.047,0.044,0.042,0.044,0.042,0.043,0.042,0.045,0.041,0.039,0.041,0.038,0.04,0.041,0.044,0.043,0.041,0.041,0.04,0.042,0.041,0.041,0.041,0.039,0.036,0.042,0.042,0.04,0.038,0.044,0.043,0.042,0.042,0.043,0.041,0.04,0.041,0.04,0.039,0.043,0.042,0.042,0.043,0.04,0.043,0.04,0.045,0.045,0.042,0.044,0.044,0.043,0.041,
H,6,Blank B,0.042,0.041,0.043,0.041,0.04,0.043,0.041,0.043,0.042,0.044,0.041,0.042,0.042,0.041,0.041,0.041,0.041,0.043,0.041,0.04,0.04,0.041,0.04,0.041,0.041,0.04,0.038,0.044,0.041,0.042,0.047,0.047,0.045,0.041,0.042,0.041,0.043,0.04,0.042,0.041,0.039,0.042,0.041,0.042,0.042,0.044,0.041,0.038,0.043,0.044,0.043,0.046,0.043,0.044,0.042,
H,7,Blank B,0.043,0.04,0.044,0.041,0.041,0.044,0.04,0.041,0.041,0.043,0.04,0.043,0.041,0.04,0.04,0.042,0.04,0.04,0.04,0.04,0.039,0.04,0.044,0.042,0.041,0.041,0.036,0.044,0.042,0.04,0.04,0.043,0.041,0.042,0.04,0.042,0.043,0.041,0.041,0.04,0.04,0.042,0.041,0.04,0.043,0.04,0.041,0.037,0.043,0.042,0.042,0.044,0.043,0.039,0.041,
H,8,Blank B,0.045,0.043,0.044,0.043,0.043,0.046,0.04,0.041,0.041,0.043,0.042,0.042,0.041,0.041,0.04,0.04,0.043,0.041,0.04,0.038,0.041,0.039,0.04,0.038,0.041,0.041,0.038,0.042,0.041,0.042,0.04,0.042,0.042,0.041,0.041,0.042,0.042,0.044,0.04,0.041,0.041,0.043,0.042,0.041,0.046,0.043,0.042,0.038,0.043,0.042,0.04,0.044,0.042,0.041,0.041,
H,9,Blank B,0.046,0.044,0.045,0.044,0.043,0.043,0.041,0.042,0.039,0.044,0.039,0.041,0.043,0.041,0.039,0.043,0.04,0.041,0.039,0.037,0.039,0.039,0.041,0.036,0.038,0.04,0.036,0.041,0.042,0.04,0.039,0.041,0.04,0.04,0.04,0.042,0.04,0.04,0.04,0.041,0.039,0.041,0.04,0.04,0.042,0.04,0.043,0.041,0.042,0.046,0.041,0.044,0.04,0.042,0.037,
H,10,Blank B,0.044,0.042,0.046,0.042,0.042,0.042,0.04,0.042,0.038,0.04,0.04,0.042,0.042,0.038,0.042,0.038,0.041,0.039,0.037,0.037,0.036,0.039,0.039,0.038,0.041,0.037,0.035,0.04,0.039,0.04,0.037,0.04,0.04,0.041,0.038,0.041,0.039,0.039,0.039,0.04,0.036,0.04,0.039,0.04,0.041,0.041,0.039,0.036,0.043,0.039,0.042,0.043,0.04,0.041,0.039,
H,11,Blank B,0.033,0.043,0.047,0.042,0.04,0.041,0.037,0.039,0.038,0.039,0.039,0.038,0.038,0.037,0.038,0.036,0.038,0.036,0.036,0.033,0.036,0.035,0.036,0.035,0.036,0.037,0.036,0.038,0.037,0.037,0.036,0.04,0.037,0.039,0.036,0.039,0.039,0.038,0.039,0.038,0.036,0.037,0.038,0.038,0.039,0.037,0.039,0.035,0.038,0.036,0.039,0.04,0.037,0.039,0.036,
H,12,Blank B,0.043,0.041,0.046,0.042,0.041,0.041,0.039,0.043,0.04,0.041,0.039,0.038,0.04,0.04,0.041,0.042,0.039,0.041,0.039,0.036,0.039,0.041,0.04,0.04,0.039,0.038,0.037,0.04,0.039,0.04,0.039,0.04,0.041,0.04,0.038,0.041,0.04,0.038,0.04,0.041,0.038,0.041,0.04,0.04,0.042,0.039,0.041,0.038,0.043,0.042,0.043,0.044,0.04,0.044,0.04,
