Well Row,Well Col,Content, 1 - 1, 1 - 2, 1 - 3, 1 - 4, 1 - 5, 1 - 6, 1 - 7, 1 - 8, 1 - 9, 1 - 10, 1 - 11, 1 - 12, 1 - 13, 1 - 14, 1 - 15, 1 - 16, 1 - 17, 1 - 18, 1 - 19, 1 - 20, 1 - 21, 1 - 22, 1 - 23, 1 - 24, 1 - 25, 1 - 26, 1 - 27, 1 - 28, 1 - 29, 1 - 30, 1 - 31, 1 - 32, 1 - 33, 1 - 34, 1 - 35, 1 - 36, 1 - 37, 1 - 38, 1 - 39, 1 - 40, 1 - 41, 1 - 42, 1 - 43, 1 - 44, 1 - 45, 1 - 46, 1 - 47, 1 - 48, 1 - 49, 1 - 50, 1 - 51, 1 - 52, 1 - 53, 1 - 54, 1 - 55,
A,10,Sample X10,0.03,0.028,0.031,0.03,0.03,0.028,0.032,0.033,0.053,0.028,0.032,0.03,0.029,0.028,0.031,0.029,0.03,0.033,0.031,0.029,0.029,0.028,0.03,0.028,0.031,0.031,0.031,0.032,0.029,0.031,0.029,0.031,0.03,0.034,0.032,0.031,0.031,0.03,0.031,0.031,0.031,0.032,0.029,0.031,0.032,0.032,0.029,0.029,0.031,0.034,0.043,0.032,0.03,0.04,0.032,
A,11,Sample X11,0.035,0.031,0.033,0.031,0.033,0.03,0.034,0.036,0.028,0.03,0.034,0.034,0.033,0.032,0.031,0.033,0.032,0.033,0.032,0.031,0.032,0.031,0.033,0.032,0.033,0.032,0.034,0.033,0.03,0.032,0.033,0.034,0.033,0.034,0.033,0.034,0.03,0.035,0.033,0.034,0.034,0.033,0.032,0.033,0.035,0.034,0.032,0.032,0.035,0.033,0.036,0.034,0.036,0.034,0.034,
A,12,Sample X12,0.033,0.033,0.035,0.033,0.033,0.034,0.034,0.034,0.031,0.035,0.034,0.034,0.034,0.033,0.034,0.034,0.033,0.037,0.034,0.032,0.034,0.034,0.033,0.033,0.033,0.034,0.035,0.036,0.031,0.034,0.034,0.034,0.035,0.034,0.034,0.038,0.034,0.034,0.034,0.038,0.035,0.035,0.038,0.035,0.042,0.035,0.031,0.033,0.038,0.036,0.039,0.036,0.037,0.04,0.038,
B,1,Sample X13,0.03,0.028,0.03,0.028,0.03,0.027,0.03,0.031,0.026,0.03,0.029,0.029,0.029,0.028,0.028,0.028,0.031,0.03,0.029,0.027,0.027,0.027,0.028,0.026,0.028,0.029,0.03,0.03,0.027,0.029,0.028,0.029,0.03,0.03,0.03,0.03,0.025,0.03,0.028,0.03,0.028,0.029,0.026,0.027,0.031,0.029,0.028,0.026,0.031,0.027,0.031,0.027,0.029,0.028,0.028,
B,2,Sample X14,0.037,0.036,0.04,0.05,0.068,0.105,0.143,0.196,0.245,0.275,0.318,0.382,0.404,0.404,0.41,0.429,0.467,0.489,0.516,0.521,0.553,0.581,0.607,0.632,0.65,0.66,0.691,0.71,0.723,0.73,0.736,0.772,0.774,0.785,0.796,0.811,0.804,0.835,0.844,0.877,0.869,0.892,0.91,0.923,0.931,0.933,0.96,0.98,0.978,1,1.014,1.022,1.035,1.053,1.054,
B,3,Sample X15,0.042,0.043,0.05,0.069,0.1,0.131,0.182,0.231,0.278,0.333,0.37,0.411,0.426,0.422,0.429,0.435,0.449,0.46,0.487,0.475,0.495,0.513,0.536,0.533,0.559,0.566,0.582,0.588,0.601,0.618,0.626,0.637,0.648,0.65,0.675,0.68,0.682,0.704,0.711,0.724,0.725,0.739,0.748,0.762,0.766,0.781,0.782,0.79,0.785,0.809,0.822,0.835,0.836,0.845,0.848,
B,4,Sample X16,0.044,0.044,0.05,0.066,0.092,0.119,0.165,0.238,0.311,0.34,0.395,0.408,0.406,0.396,0.396,0.397,0.411,0.423,0.449,0.451,0.475,0.491,0.502,0.531,0.545,0.547,0.555,0.586,0.59,0.606,0.622,0.63,0.642,0.645,0.649,0.663,0.656,0.683,0.696,0.709,0.717,0.72,0.727,0.749,0.747,0.757,0.737,0.761,0.75,0.767,0.77,0.78,0.786,0.79,0.787,
B,5,Sample X17,0.041,0.041,0.049,0.068,0.102,0.142,0.176,0.219,0.273,0.344,0.391,0.447,0.435,0.46,0.45,0.469,0.477,0.492,0.514,0.509,0.53,0.543,0.558,0.585,0.603,0.61,0.637,0.641,0.655,0.669,0.69,0.699,0.704,0.722,0.73,0.752,0.761,0.761,0.788,0.808,0.804,0.825,0.828,0.835,0.847,0.868,0.864,0.872,0.888,0.887,0.895,0.899,0.901,0.899,0.903,
B,6,Sample X18,0.052,0.053,0.06,0.078,0.116,0.156,0.188,0.226,0.27,0.312,0.345,0.372,0.389,0.419,0.437,0.475,0.481,0.498,0.524,0.526,0.545,0.56,0.57,0.591,0.612,0.628,0.64,0.668,0.685,0.7,0.716,0.733,0.747,0.768,0.785,0.807,0.823,0.838,0.863,0.884,0.894,0.925,0.936,0.946,0.963,0.985,0.981,0.993,1.017,1.024,1.04,1.046,1.05,1.064,1.069,
B,7,Sample X19,0.042,0.04,0.05,0.065,0.103,0.139,0.187,0.246,0.319,0.389,0.406,0.452,0.447,0.462,0.458,0.466,0.481,0.493,0.508,0.511,0.517,0.533,0.539,0.545,0.564,0.57,0.59,0.599,0.606,0.628,0.624,0.637,0.643,0.659,0.664,0.676,0.684,0.705,0.713,0.724,0.728,0.74,0.758,0.769,0.775,0.794,0.79,0.8,0.816,0.821,0.826,0.833,0.842,0.85,0.853,
B,8,Sample X20,0.05,0.048,0.062,0.079,0.12,0.146,0.185,0.23,0.341,0.429,0.463,0.446,0.441,0.442,0.45,0.465,0.483,0.5,0.528,0.538,0.552,0.571,0.578,0.595,0.603,0.615,0.594,0.651,0.651,0.664,0.66,0.691,0.701,0.71,0.707,0.722,0.72,0.74,0.753,0.756,0.767,0.77,0.777,0.785,0.795,0.78,0.79,0.802,0.808,0.797,0.819,0.811,0.819,0.832,0.826,
B,9,Sample X21,0.047,0.05,0.055,0.073,0.095,0.118,0.148,0.181,0.229,0.28,0.315,0.354,0.363,0.385,0.395,0.399,0.41,0.422,0.437,0.449,0.466,0.485,0.504,0.517,0.532,0.546,0.55,0.585,0.59,0.61,0.616,0.634,0.646,0.659,0.669,0.683,0.695,0.716,0.723,0.742,0.754,0.769,0.777,0.794,0.811,0.823,0.831,0.843,0.865,0.881,0.89,0.906,0.911,0.931,0.949,
B,10,Sample X22,0.064,0.063,0.093,0.136,0.175,0.217,0.266,0.309,0.333,0.365,0.389,0.407,0.413,0.442,0.454,0.471,0.481,0.493,0.513,0.505,0.52,0.533,0.535,0.542,0.541,0.567,0.545,0.573,0.575,0.585,0.589,0.598,0.603,0.618,0.62,0.624,0.62,0.625,0.637,0.635,0.645,0.646,0.653,0.666,0.666,0.676,0.678,0.68,0.698,0.694,0.706,0.706,0.721,0.721,0.732,
B,11,Sample X23,0.05,0.052,0.07,0.11,0.145,0.184,0.246,0.297,0.339,0.387,0.423,0.433,0.431,0.448,0.46,0.472,0.496,0.512,0.537,0.535,0.573,0.575,0.601,0.616,0.636,0.65,0.663,0.69,0.697,0.723,0.734,0.754,0.756,0.767,0.78,0.792,0.794,0.813,0.827,0.857,0.863,0.873,0.889,0.916,0.922,0.937,0.933,0.942,0.944,0.96,0.955,0.956,0.958,0.96,0.974,
B,12,Sample X24,0.032,0.029,0.031,0.032,0.03,0.027,0.032,0.031,0.037,0.04,0.03,0.039,0.031,0.033,0.036,0.031,0.031,0.03,0.029,0.027,0.029,0.03,0.028,0.028,0.029,0.028,0.031,0.031,0.028,0.03,0.03,0.03,0.031,0.03,0.032,0.033,0.03,0.031,0.032,0.035,0.033,0.031,0.031,0.033,0.034,0.034,0.032,0.034,0.034,0.036,0.038,0.037,0.038,0.036,0.04,
C,1,Sample X25,0.033,0.027,0.03,0.029,0.029,0.027,0.029,0.03,0.025,0.027,0.028,0.028,0.03,0.028,0.027,0.027,0.031,0.028,0.028,0.026,0.027,0.029,0.028,0.027,0.029,0.028,0.029,0.03,0.027,0.028,0.027,0.028,0.03,0.03,0.03,0.031,0.026,0.032,0.029,0.029,0.029,0.028,0.026,0.027,0.031,0.028,0.027,0.03,0.028,0.03,0.03,0.029,0.028,0.028,0.029,
C,2,Sample X26,0.066,0.073,0.084,0.117,0.149,0.175,0.223,0.277,0.315,0.349,0.381,0.404,0.423,0.441,0.457,0.474,0.494,0.5,0.521,0.523,0.541,0.552,0.575,0.589,0.601,0.611,0.599,0.642,0.661,0.658,0.678,0.698,0.706,0.713,0.735,0.74,0.742,0.767,0.782,0.802,0.806,0.819,0.834,0.851,0.859,0.883,0.883,0.898,0.903,0.926,0.926,0.952,0.951,0.959,0.969,
C,3,Sample X27,0.057,0.061,0.079,0.112,0.15,0.179,0.229,0.278,0.326,0.36,0.393,0.407,0.415,0.436,0.424,0.438,0.448,0.457,0.493,0.488,0.507,0.526,0.541,0.551,0.575,0.581,0.576,0.603,0.615,0.619,0.639,0.644,0.65,0.662,0.686,0.675,0.682,0.703,0.718,0.714,0.722,0.726,0.735,0.756,0.75,0.764,0.763,0.764,0.774,0.791,0.796,0.806,0.8,0.803,0.811,
C,4,Sample X28,0.059,0.059,0.071,0.091,0.117,0.143,0.181,0.234,0.277,0.325,0.357,0.382,0.401,0.428,0.431,0.446,0.455,0.473,0.488,0.5,0.516,0.531,0.548,0.557,0.582,0.589,0.597,0.617,0.639,0.653,0.677,0.683,0.697,0.715,0.741,0.755,0.769,0.784,0.8,0.822,0.828,0.847,0.856,0.877,0.88,0.898,0.898,0.903,0.915,0.921,0.93,0.937,0.931,0.938,0.942,
C,5,Sample X29,0.048,0.051,0.06,0.084,0.119,0.157,0.195,0.261,0.314,0.362,0.393,0.41,0.418,0.436,0.442,0.452,0.465,0.46,0.479,0.493,0.514,0.538,0.572,0.588,0.609,0.621,0.626,0.656,0.669,0.668,0.693,0.698,0.709,0.722,0.734,0.737,0.741,0.757,0.766,0.775,0.777,0.79,0.787,0.787,0.807,0.81,0.812,0.825,0.829,0.835,0.848,0.856,0.85,0.853,0.854,
C,6,Sample X30,0.059,0.059,0.076,0.102,0.138,0.169,0.212,0.265,0.324,0.363,0.399,0.417,0.433,0.452,0.468,0.473,0.49,0.503,0.522,0.521,0.54,0.561,0.588,0.595,0.614,0.631,0.659,0.672,0.692,0.713,0.733,0.734,0.749,0.77,0.795,0.808,0.829,0.846,0.86,0.876,0.888,0.913,0.922,0.956,0.955,0.978,0.992,0.989,1.012,1.025,1.024,1.042,1.031,1.038,1.055,
C,7,Sample X31,0.053,0.054,0.065,0.083,0.114,0.14,0.176,0.213,0.242,0.275,0.303,0.324,0.33,0.35,0.367,0.389,0.401,0.429,0.452,0.452,0.477,0.492,0.515,0.523,0.541,0.546,0.556,0.571,0.584,0.59,0.604,0.602,0.608,0.617,0.634,0.635,0.638,0.645,0.651,0.664,0.669,0.672,0.675,0.682,0.686,0.693,0.702,0.697,0.712,0.712,0.71,0.721,0.722,0.726,0.729,
C,8,Sample X32,0.055,0.057,0.074,0.117,0.166,0.208,0.26,0.315,0.346,0.384,0.409,0.425,0.437,0.449,0.461,0.476,0.488,0.498,0.523,0.524,0.544,0.556,0.574,0.576,0.59,0.603,0.612,0.625,0.64,0.646,0.666,0.669,0.676,0.694,0.712,0.721,0.725,0.745,0.752,0.759,0.772,0.782,0.785,0.799,0.801,0.821,0.817,0.826,0.845,0.84,0.85,0.857,0.863,0.873,0.877,
C,9,Sample X33,0.062,0.065,0.084,0.117,0.159,0.196,0.239,0.282,0.315,0.352,0.375,0.397,0.416,0.429,0.445,0.453,0.469,0.479,0.501,0.509,0.522,0.531,0.544,0.557,0.566,0.575,0.581,0.592,0.601,0.609,0.624,0.628,0.632,0.646,0.658,0.664,0.671,0.684,0.689,0.698,0.708,0.721,0.725,0.739,0.746,0.761,0.766,0.77,0.791,0.797,0.806,0.814,0.817,0.83,0.843,
C,10,Sample X34,0.057,0.06,0.08,0.115,0.156,0.197,0.259,0.341,0.415,0.425,0.442,0.457,0.459,0.471,0.485,0.497,0.514,0.514,0.54,0.545,0.564,0.585,0.605,0.611,0.635,0.64,0.669,0.673,0.687,0.702,0.728,0.73,0.743,0.763,0.776,0.787,0.797,0.816,0.832,0.844,0.855,0.876,0.879,0.902,0.912,0.926,0.934,0.94,0.961,0.968,0.978,0.985,0.983,0.993,1.004,
C,11,Sample X35,0.053,0.054,0.069,0.095,0.131,0.168,0.218,0.295,0.346,0.39,0.407,0.426,0.443,0.446,0.464,0.475,0.48,0.493,0.506,0.517,0.535,0.555,0.579,0.6,0.619,0.63,0.65,0.668,0.675,0.692,0.704,0.713,0.722,0.729,0.742,0.76,0.76,0.783,0.79,0.816,0.825,0.836,0.85,0.866,0.881,0.889,0.898,0.915,0.938,0.948,0.95,0.976,0.977,0.995,1.003,
C,12,Sample X36,0.032,0.028,0.03,0.031,0.03,0.028,0.03,0.029,0.029,0.026,0.03,0.03,0.03,0.028,0.034,0.03,0.031,0.029,0.03,0.029,0.029,0.027,0.03,0.027,0.029,0.03,0.032,0.03,0.027,0.029,0.029,0.028,0.03,0.032,0.03,0.029,0.027,0.032,0.029,0.031,0.028,0.029,0.028,0.029,0.031,0.028,0.029,0.03,0.029,0.031,0.033,0.032,0.03,0.031,0.033,
D,1,Sample X37,0.029,0.029,0.03,0.03,0.03,0.029,0.03,0.033,0.028,0.028,0.029,0.03,0.03,0.028,0.028,0.029,0.033,0.033,0.028,0.027,0.03,0.03,0.028,0.027,0.029,0.03,0.031,0.031,0.026,0.03,0.028,0.028,0.03,0.031,0.031,0.029,0.026,0.029,0.03,0.031,0.028,0.03,0.027,0.028,0.03,0.028,0.028,0.028,0.028,0.029,0.03,0.029,0.029,0.03,0.03,
D,2,Sample X38,0.052,0.047,0.058,0.071,0.103,0.14,0.165,0.199,0.234,0.27,0.306,0.338,0.36,0.372,0.383,0.404,0.428,0.435,0.454,0.472,0.492,0.502,0.53,0.544,0.556,0.584,0.585,0.618,0.629,0.648,0.66,0.685,0.703,0.72,0.739,0.759,0.759,0.79,0.802,0.825,0.835,0.852,0.867,0.88,0.898,0.912,0.917,0.93,0.947,0.955,0.97,0.981,0.989,0.997,0.998,
D,3,Sample X39,0.05,0.054,0.072,0.1,0.136,0.162,0.201,0.235,0.283,0.3,0.318,0.316,0.339,0.36,0.422,0.453,0.476,0.476,0.494,0.514,0.537,0.546,0.56,0.584,0.594,0.613,0.62,0.642,0.646,0.66,0.671,0.686,0.702,0.709,0.718,0.727,0.726,0.742,0.751,0.761,0.767,0.775,0.783,0.788,0.797,0.808,0.816,0.818,0.827,0.832,0.838,0.847,0.852,0.857,0.863,
D,4,Sample X40,0.844,0.79,0.76,0.732,0.746,0.759,0.765,0.775,0.751,0.728,0.699,0.676,0.665,0.658,0.655,0.667,0.675,0.686,0.693,0.71,0.724,0.734,0.754,0.76,0.782,0.79,0.794,0.815,0.825,0.838,0.847,0.859,0.871,0.879,0.896,0.905,0.899,0.915,0.92,0.937,0.936,0.944,0.947,0.958,0.961,0.977,0.973,0.985,0.992,0.998,0.998,1.009,1.012,1.016,1.017,
D,5,Sample X41,0.064,0.07,0.08,0.096,0.107,0.12,0.142,0.176,0.211,0.252,0.284,0.318,0.332,0.371,0.362,0.367,0.383,0.397,0.419,0.422,0.439,0.455,0.476,0.477,0.507,0.513,0.536,0.553,0.57,0.584,0.595,0.611,0.627,0.635,0.66,0.663,0.668,0.688,0.692,0.717,0.723,0.732,0.746,0.748,0.77,0.774,0.777,0.786,0.792,0.804,0.813,0.818,0.831,0.831,0.831,
D,6,Sample X42,0.057,0.059,0.078,0.105,0.146,0.185,0.234,0.284,0.313,0.348,0.367,0.38,0.397,0.408,0.419,0.428,0.45,0.455,0.47,0.472,0.483,0.495,0.495,0.505,0.511,0.517,0.538,0.534,0.544,0.543,0.552,0.563,0.567,0.568,0.586,0.588,0.591,0.602,0.606,0.611,0.615,0.623,0.625,0.632,0.641,0.655,0.65,0.651,0.662,0.661,0.678,0.678,0.679,0.681,0.697,
D,7,Sample X43,0.044,0.044,0.05,0.061,0.076,0.095,0.119,0.169,0.194,0.224,0.23,0.256,0.249,0.268,0.287,0.295,0.298,0.322,0.361,0.373,0.384,0.401,0.406,0.417,0.418,0.429,0.435,0.447,0.456,0.463,0.463,0.476,0.473,0.479,0.492,0.497,0.505,0.517,0.524,0.536,0.546,0.551,0.553,0.568,0.573,0.583,0.584,0.588,0.602,0.604,0.618,0.617,0.621,0.636,0.648,
D,8,Sample X44,0.053,0.055,0.072,0.107,0.151,0.186,0.236,0.279,0.314,0.343,0.365,0.39,0.411,0.425,0.437,0.45,0.471,0.473,0.488,0.504,0.513,0.525,0.536,0.538,0.54,0.555,0.561,0.575,0.583,0.597,0.607,0.612,0.622,0.632,0.648,0.653,0.661,0.677,0.684,0.697,0.709,0.719,0.731,0.741,0.752,0.761,0.767,0.773,0.789,0.797,0.811,0.819,0.817,0.832,0.849,
D,9,Sample X45,0.045,0.047,0.055,0.068,0.101,0.133,0.169,0.205,0.251,0.28,0.322,0.348,0.371,0.392,0.401,0.416,0.425,0.444,0.464,0.476,0.505,0.517,0.535,0.542,0.562,0.57,0.582,0.589,0.601,0.615,0.616,0.632,0.632,0.636,0.651,0.661,0.663,0.673,0.678,0.683,0.69,0.699,0.708,0.713,0.721,0.727,0.743,0.74,0.755,0.759,0.762,0.771,0.772,0.781,0.789,
D,10,Sample X46,0.049,0.049,0.055,0.065,0.09,0.107,0.136,0.161,0.186,0.227,0.27,0.301,0.318,0.352,0.376,0.389,0.396,0.399,0.41,0.414,0.43,0.435,0.451,0.458,0.476,0.482,0.5,0.517,0.528,0.543,0.557,0.566,0.579,0.592,0.624,0.637,0.642,0.674,0.687,0.704,0.721,0.743,0.757,0.775,0.792,0.811,0.833,0.833,0.857,0.872,0.882,0.907,0.908,0.917,0.937,
D,11,Sample X47,0.04,0.039,0.046,0.05,0.063,0.08,0.106,0.13,0.151,0.179,0.206,0.238,0.273,0.306,0.336,0.355,0.381,0.387,0.405,0.412,0.415,0.422,0.422,0.426,0.435,0.442,0.451,0.483,0.483,0.491,0.499,0.508,0.513,0.515,0.521,0.522,0.525,0.535,0.545,0.563,0.564,0.563,0.57,0.574,0.589,0.582,0.587,0.598,0.594,0.613,0.625,0.63,0.639,0.645,0.644,
D,12,Sample X48,0.032,0.03,0.032,0.032,0.031,0.029,0.03,0.029,0.028,0.029,0.031,0.032,0.031,0.028,0.03,0.031,0.035,0.031,0.031,0.029,0.029,0.03,0.034,0.028,0.031,0.031,0.03,0.032,0.03,0.029,0.03,0.029,0.031,0.034,0.032,0.032,0.029,0.032,0.03,0.033,0.03,0.03,0.028,0.028,0.034,0.035,0.032,0.034,0.032,0.036,0.037,0.039,0.035,0.038,0.04,
E,1,Sample X49,0.029,0.029,0.031,0.028,0.028,0.032,0.028,0.029,0.026,0.027,0.03,0.027,0.028,0.027,0.027,0.028,0.032,0.031,0.026,0.025,0.03,0.028,0.028,0.027,0.029,0.028,0.028,0.028,0.027,0.027,0.027,0.029,0.029,0.03,0.03,0.028,0.024,0.027,0.028,0.032,0.028,0.027,0.027,0.025,0.029,0.028,0.024,0.029,0.028,0.029,0.032,0.027,0.029,0.029,0.03,
E,2,Sample X50,0.033,0.032,0.034,0.033,0.033,0.029,0.031,0.033,0.028,0.029,0.033,0.035,0.031,0.029,0.032,0.031,0.036,0.033,0.039,0.029,0.03,0.033,0.031,0.03,0.031,0.033,0.03,0.034,0.029,0.03,0.03,0.03,0.033,0.033,0.031,0.031,0.029,0.032,0.031,0.031,0.03,0.03,0.028,0.028,0.029,0.032,0.029,0.028,0.03,0.029,0.033,0.03,0.033,0.03,0.031,
E,3,Sample X51,0.034,0.034,0.034,0.034,0.033,0.031,0.033,0.033,0.03,0.03,0.033,0.032,0.033,0.031,0.032,0.032,0.033,0.033,0.03,0.029,0.03,0.032,0.033,0.029,0.032,0.033,0.032,0.035,0.028,0.03,0.03,0.031,0.032,0.032,0.031,0.032,0.031,0.033,0.032,0.031,0.031,0.03,0.029,0.031,0.03,0.033,0.027,0.029,0.029,0.03,0.03,0.031,0.032,0.03,0.032,
E,4,Sample X52,0.034,0.034,0.036,0.034,0.035,0.031,0.033,0.034,0.03,0.03,0.031,0.033,0.034,0.031,0.03,0.031,0.033,0.033,0.03,0.03,0.032,0.029,0.032,0.028,0.032,0.033,0.03,0.033,0.028,0.032,0.03,0.03,0.031,0.033,0.031,0.032,0.026,0.03,0.029,0.033,0.03,0.029,0.028,0.028,0.03,0.031,0.027,0.028,0.028,0.032,0.032,0.031,0.03,0.029,0.03,
E,5,Sample X53,0.03,0.028,0.03,0.03,0.03,0.028,0.03,0.03,0.028,0.028,0.03,0.029,0.029,0.028,0.03,0.029,0.033,0.03,0.027,0.028,0.03,0.029,0.029,0.026,0.03,0.03,0.03,0.031,0.027,0.029,0.027,0.028,0.029,0.03,0.03,0.029,0.028,0.031,0.029,0.031,0.029,0.029,0.027,0.027,0.03,0.029,0.028,0.029,0.026,0.029,0.031,0.026,0.027,0.027,0.028,
E,6,Sample X54,0.033,0.03,0.033,0.032,0.033,0.028,0.031,0.032,0.031,0.03,0.03,0.031,0.03,0.028,0.028,0.03,0.033,0.029,0.03,0.028,0.031,0.028,0.028,0.027,0.03,0.028,0.03,0.029,0.026,0.03,0.028,0.028,0.028,0.031,0.031,0.029,0.025,0.029,0.028,0.031,0.028,0.028,0.028,0.026,0.03,0.031,0.026,0.027,0.027,0.029,0.029,0.03,0.028,0.028,0.03,
E,7,Sample X55,0.032,0.031,0.034,0.032,0.031,0.028,0.03,0.032,0.026,0.029,0.03,0.03,0.032,0.029,0.029,0.031,0.032,0.029,0.027,0.029,0.03,0.027,0.029,0.029,0.029,0.03,0.03,0.029,0.025,0.028,0.028,0.029,0.028,0.031,0.03,0.029,0.029,0.03,0.029,0.029,0.029,0.028,0.027,0.027,0.03,0.028,0.028,0.027,0.026,0.029,0.031,0.027,0.03,0.028,0.03,
