Well Row,Well Col,Content, 1 - 1, 1 - 2, 1 - 3, 1 - 4, 1 - 5, 1 - 6, 1 - 7, 1 - 8, 1 - 9, 1 - 10, 1 - 11, 1 - 12, 1 - 13, 1 - 14, 1 - 15, 1 - 16, 1 - 17, 1 - 18, 1 - 19, 1 - 20, 1 - 21, 1 - 22, 1 - 23, 1 - 24, 1 - 25, 1 - 26, 1 - 27, 1 - 28, 1 - 29, 1 - 30, 1 - 31, 1 - 32, 1 - 33, 1 - 34, 1 - 35, 1 - 36, 1 - 37, 1 - 38, 1 - 39, 1 - 40, 1 - 41, 1 - 42, 1 - 43, 1 - 44, 1 - 45, 1 - 46, 1 - 47, 1 - 48, 1 - 49, 1 - 50, 1 - 51, 1 - 52, 1 - 53, 1 - 54, 1 - 55,
B,9,Sample X21,0.041,0.043,0.044,0.051,0.067,0.091,0.116,0.145,0.183,0.235,0.274,0.307,0.349,0.382,0.403,0.415,0.419,0.423,0.442,0.449,0.473,0.471,0.479,0.498,0.519,0.542,0.553,0.58,0.595,0.603,0.622,0.631,0.642,0.658,0.658,0.675,0.672,0.703,0.71,0.728,0.744,0.753,0.763,0.781,0.785,0.802,0.811,0.831,0.842,0.853,0.873,0.88,0.901,0.911,0.921,
B,10,Sample X22,0.043,0.042,0.047,0.069,0.107,0.139,0.182,0.234,0.28,0.317,0.354,0.372,0.398,0.415,0.434,0.45,0.46,0.473,0.478,0.492,0.498,0.511,0.513,0.524,0.536,0.539,0.555,0.561,0.566,0.572,0.577,0.582,0.593,0.593,0.599,0.602,0.598,0.61,0.611,0.612,0.62,0.6,0.625,0.64,0.643,0.639,0.65,0.657,0.657,0.669,0.676,0.667,0.675,0.685,0.694,
B,11,Sample X23,0.042,0.044,0.051,0.066,0.118,0.152,0.215,0.283,0.339,0.402,0.445,0.456,0.441,0.44,0.448,0.46,0.47,0.483,0.506,0.516,0.538,0.549,0.568,0.589,0.602,0.626,0.639,0.662,0.681,0.688,0.699,0.717,0.726,0.732,0.743,0.742,0.742,0.772,0.778,0.807,0.809,0.815,0.824,0.866,0.847,0.854,0.86,0.874,0.879,0.894,0.899,0.905,0.916,0.919,0.921,
B,12,Sample X24,0.029,0.03,0.03,0.026,0.026,0.029,0.027,0.029,0.025,0.028,0.029,0.026,0.028,0.028,0.025,0.029,0.031,0.029,0.027,0.026,0.031,0.028,0.026,0.028,0.026,0.027,0.029,0.03,0.027,0.028,0.031,0.027,0.028,0.03,0.027,0.028,0.028,0.027,0.028,0.027,0.029,0.028,0.027,0.031,0.028,0.028,0.029,0.029,0.031,0.028,0.028,0.029,0.029,0.027,0.028,
C,1,Sample X25,0.028,0.03,0.028,0.027,0.028,0.027,0.028,0.026,0.026,0.03,0.028,0.029,0.03,0.026,0.025,0.027,0.029,0.029,0.03,0.025,0.028,0.027,0.026,0.027,0.027,0.028,0.027,0.029,0.028,0.028,0.029,0.026,0.028,0.031,0.027,0.028,0.027,0.03,0.029,0.028,0.029,0.027,0.027,0.029,0.028,0.029,0.026,0.029,0.028,0.027,0.028,0.03,0.029,0.027,0.029,
C,2,Sample X26,0.042,0.044,0.048,0.053,0.073,0.101,0.13,0.171,0.212,0.273,0.311,0.351,0.381,0.386,0.42,0.418,0.449,0.453,0.471,0.479,0.496,0.509,0.522,0.508,0.544,0.558,0.569,0.595,0.598,0.608,0.619,0.634,0.638,0.65,0.662,0.675,0.683,0.701,0.715,0.735,0.744,0.751,0.767,0.782,0.792,0.801,0.818,0.831,0.857,0.855,0.867,0.885,0.887,0.892,0.905,
C,3,Sample X27,0.052,0.055,0.066,0.096,0.134,0.167,0.212,0.265,0.329,0.359,0.371,0.415,0.416,0.436,0.442,0.468,0.474,0.486,0.508,0.52,0.538,0.562,0.562,0.583,0.599,0.601,0.617,0.628,0.631,0.65,0.653,0.661,0.668,0.683,0.691,0.699,0.704,0.715,0.722,0.744,0.743,0.746,0.751,0.762,0.764,0.767,0.779,0.785,0.798,0.797,0.805,0.813,0.819,0.822,0.826,
C,4,Sample X28,0.042,0.042,0.05,0.055,0.073,0.101,0.126,0.171,0.212,0.282,0.335,0.393,0.409,0.438,0.466,0.485,0.49,0.499,0.511,0.518,0.539,0.541,0.549,0.561,0.577,0.583,0.595,0.607,0.617,0.631,0.634,0.648,0.667,0.678,0.696,0.713,0.734,0.739,0.752,0.781,0.784,0.811,0.81,0.831,0.841,0.85,0.863,0.879,0.892,0.895,0.897,0.9,0.907,0.902,0.915,
C,5,Sample X29,0.054,0.053,0.057,0.073,0.107,0.143,0.183,0.234,0.303,0.35,0.393,0.402,0.428,0.444,0.45,0.462,0.471,0.473,0.476,0.502,0.539,0.555,0.581,0.605,0.621,0.639,0.653,0.669,0.68,0.691,0.715,0.724,0.729,0.747,0.751,0.759,0.768,0.781,0.794,0.809,0.81,0.817,0.828,0.838,0.839,0.851,0.858,0.865,0.876,0.877,0.885,0.893,0.901,0.907,0.909,
C,6,Sample X30,0.05,0.053,0.062,0.084,0.116,0.157,0.214,0.273,0.323,0.361,0.405,0.424,0.443,0.461,0.473,0.479,0.493,0.495,0.516,0.526,0.542,0.562,0.573,0.6,0.607,0.625,0.642,0.654,0.667,0.685,0.7,0.723,0.722,0.739,0.754,0.766,0.776,0.789,0.812,0.83,0.848,0.866,0.867,0.893,0.895,0.906,0.918,0.943,0.955,0.959,0.973,0.988,0.997,0.999,1.002,
C,7,Sample X31,0.05,0.053,0.064,0.085,0.113,0.153,0.21,0.277,0.321,0.349,0.386,0.413,0.438,0.439,0.437,0.453,0.458,0.468,0.49,0.491,0.509,0.534,0.54,0.553,0.567,0.576,0.587,0.593,0.602,0.621,0.622,0.625,0.629,0.636,0.651,0.644,0.639,0.66,0.661,0.668,0.671,0.675,0.675,0.688,0.691,0.69,0.696,0.706,0.718,0.708,0.71,0.721,0.72,0.719,0.729,
C,8,Sample X32,0.047,0.045,0.058,0.088,0.133,0.182,0.234,0.28,0.335,0.358,0.383,0.407,0.428,0.439,0.441,0.464,0.47,0.49,0.51,0.519,0.525,0.54,0.544,0.562,0.571,0.588,0.604,0.614,0.622,0.631,0.651,0.659,0.67,0.685,0.71,0.715,0.719,0.742,0.748,0.77,0.772,0.797,0.795,0.816,0.82,0.835,0.846,0.858,0.871,0.874,0.882,0.884,0.892,0.894,0.899,
C,9,Sample X33,0.048,0.051,0.058,0.076,0.11,0.145,0.19,0.231,0.281,0.317,0.351,0.368,0.392,0.408,0.427,0.442,0.45,0.469,0.481,0.494,0.505,0.513,0.518,0.541,0.542,0.557,0.565,0.572,0.577,0.585,0.599,0.596,0.613,0.62,0.634,0.636,0.635,0.649,0.659,0.664,0.676,0.687,0.688,0.709,0.704,0.717,0.72,0.733,0.751,0.742,0.755,0.761,0.768,0.771,0.778,
C,10,Sample X34,0.051,0.051,0.065,0.093,0.13,0.169,0.225,0.28,0.331,0.397,0.432,0.447,0.45,0.457,0.471,0.479,0.494,0.503,0.534,0.532,0.559,0.571,0.578,0.598,0.616,0.628,0.644,0.657,0.663,0.683,0.698,0.702,0.72,0.731,0.754,0.754,0.76,0.784,0.794,0.805,0.813,0.828,0.831,0.856,0.852,0.87,0.879,0.89,0.908,0.908,0.918,0.934,0.94,0.945,0.953,
C,11,Sample X35,0.046,0.048,0.057,0.074,0.106,0.141,0.183,0.226,0.28,0.322,0.353,0.378,0.403,0.411,0.42,0.441,0.449,0.46,0.483,0.494,0.526,0.526,0.55,0.562,0.599,0.61,0.623,0.654,0.659,0.68,0.7,0.702,0.719,0.722,0.737,0.746,0.758,0.773,0.781,0.798,0.813,0.824,0.833,0.862,0.861,0.872,0.881,0.894,0.919,0.914,0.94,0.952,0.964,0.966,0.986,
C,12,Sample X36,0.031,0.028,0.029,0.028,0.029,0.028,0.029,0.028,0.028,0.031,0.027,0.029,0.028,0.029,0.026,0.027,0.032,0.028,0.029,0.027,0.028,0.026,0.025,0.026,0.027,0.029,0.027,0.028,0.027,0.028,0.03,0.029,0.029,0.029,0.028,0.031,0.027,0.029,0.027,0.029,0.028,0.026,0.025,0.029,0.027,0.03,0.028,0.031,0.028,0.026,0.027,0.029,0.026,0.027,0.029,
D,1,Sample X37,0.032,0.029,0.029,0.027,0.026,0.027,0.027,0.028,0.027,0.031,0.032,0.03,0.03,0.03,0.027,0.03,0.03,0.031,0.03,0.027,0.029,0.027,0.026,0.027,0.029,0.029,0.027,0.032,0.027,0.029,0.029,0.029,0.028,0.032,0.029,0.03,0.029,0.029,0.028,0.03,0.029,0.027,0.027,0.03,0.029,0.031,0.028,0.032,0.028,0.029,0.029,0.031,0.03,0.03,0.032,
D,2,Sample X38,0.044,0.044,0.049,0.066,0.104,0.13,0.161,0.205,0.253,0.299,0.33,0.351,0.372,0.375,0.395,0.406,0.426,0.434,0.444,0.465,0.48,0.492,0.505,0.534,0.55,0.571,0.584,0.602,0.627,0.644,0.667,0.69,0.7,0.723,0.74,0.769,0.773,0.792,0.814,0.831,0.845,0.865,0.875,0.894,0.906,0.924,0.935,0.954,0.97,0.971,0.988,0.985,1.003,1.006,1.008,
D,3,Sample X39,0.049,0.052,0.064,0.085,0.116,0.145,0.19,0.241,0.28,0.318,0.357,0.368,0.377,0.391,0.406,0.426,0.448,0.453,0.471,0.48,0.494,0.507,0.519,0.534,0.552,0.568,0.591,0.6,0.614,0.633,0.654,0.661,0.671,0.687,0.7,0.712,0.719,0.722,0.737,0.75,0.757,0.758,0.773,0.777,0.789,0.796,0.8,0.808,0.822,0.815,0.829,0.834,0.837,0.84,0.844,
D,4,Sample X40,0.047,0.049,0.052,0.059,0.083,0.117,0.149,0.194,0.256,0.304,0.348,0.378,0.406,0.42,0.444,0.449,0.469,0.476,0.478,0.497,0.507,0.521,0.53,0.556,0.565,0.58,0.595,0.608,0.624,0.642,0.659,0.674,0.685,0.701,0.719,0.734,0.748,0.757,0.775,0.786,0.796,0.803,0.808,0.82,0.83,0.832,0.841,0.851,0.866,0.85,0.858,0.864,0.87,0.871,0.875,
D,5,Sample X41,0.051,0.05,0.057,0.068,0.089,0.11,0.132,0.155,0.182,0.228,0.257,0.281,0.297,0.312,0.326,0.337,0.349,0.362,0.377,0.398,0.419,0.427,0.442,0.458,0.472,0.486,0.507,0.521,0.538,0.546,0.564,0.579,0.588,0.598,0.601,0.622,0.627,0.637,0.642,0.656,0.664,0.667,0.677,0.686,0.698,0.699,0.706,0.717,0.721,0.711,0.722,0.722,0.723,0.723,0.725,
D,6,Sample X42,0.068,0.067,0.079,0.112,0.145,0.192,0.241,0.285,0.32,0.349,0.371,0.378,0.392,0.403,0.414,0.427,0.44,0.448,0.466,0.472,0.482,0.494,0.494,0.509,0.504,0.514,0.522,0.527,0.535,0.546,0.548,0.551,0.56,0.562,0.568,0.574,0.574,0.584,0.586,0.598,0.603,0.603,0.608,0.614,0.615,0.617,0.622,0.629,0.637,0.634,0.639,0.635,0.642,0.644,0.648,
D,7,Sample X43,0.043,0.043,0.048,0.051,0.064,0.08,0.104,0.137,0.176,0.217,0.253,0.281,0.3,0.317,0.32,0.341,0.347,0.372,0.38,0.417,0.443,0.45,0.449,0.464,0.459,0.468,0.476,0.478,0.483,0.494,0.496,0.504,0.508,0.512,0.519,0.523,0.521,0.531,0.537,0.544,0.548,0.552,0.558,0.569,0.566,0.573,0.582,0.586,0.597,0.589,0.604,0.597,0.611,0.615,0.619,
D,8,Sample X44,0.056,0.061,0.074,0.101,0.145,0.192,0.234,0.274,0.313,0.335,0.365,0.38,0.408,0.416,0.426,0.444,0.456,0.467,0.482,0.488,0.5,0.508,0.507,0.527,0.527,0.533,0.551,0.552,0.562,0.569,0.583,0.591,0.597,0.61,0.618,0.626,0.628,0.64,0.646,0.661,0.665,0.674,0.677,0.693,0.693,0.704,0.716,0.721,0.732,0.728,0.743,0.749,0.754,0.756,0.763,
D,9,Sample X45,0.052,0.052,0.061,0.078,0.107,0.138,0.185,0.232,0.284,0.322,0.358,0.386,0.408,0.409,0.417,0.434,0.451,0.467,0.495,0.508,0.523,0.537,0.55,0.562,0.579,0.59,0.599,0.604,0.615,0.626,0.63,0.632,0.648,0.651,0.662,0.671,0.66,0.68,0.683,0.696,0.698,0.707,0.707,0.713,0.714,0.716,0.73,0.733,0.747,0.734,0.751,0.75,0.751,0.752,0.765,
D,10,Sample X46,0.056,0.055,0.059,0.07,0.09,0.112,0.137,0.165,0.203,0.245,0.272,0.299,0.329,0.353,0.357,0.375,0.378,0.385,0.401,0.399,0.408,0.418,0.428,0.439,0.454,0.46,0.481,0.491,0.496,0.517,0.533,0.54,0.564,0.575,0.595,0.604,0.611,0.633,0.649,0.667,0.686,0.705,0.715,0.734,0.746,0.758,0.777,0.793,0.833,0.823,0.848,0.855,0.855,0.873,0.885,
D,11,Sample X47,0.04,0.041,0.042,0.045,0.055,0.07,0.091,0.112,0.139,0.178,0.207,0.227,0.231,0.233,0.259,0.278,0.294,0.31,0.317,0.339,0.356,0.358,0.377,0.387,0.407,0.425,0.435,0.451,0.465,0.472,0.486,0.499,0.508,0.505,0.503,0.514,0.507,0.511,0.53,0.542,0.547,0.548,0.548,0.554,0.574,0.571,0.581,0.586,0.588,0.59,0.595,0.598,0.607,0.611,0.615,
D,12,Sample X48,0.029,0.028,0.028,0.028,0.027,0.028,0.028,0.026,0.026,0.029,0.029,0.028,0.031,0.025,0.028,0.029,0.029,0.028,0.027,0.028,0.029,0.029,0.026,0.025,0.027,0.028,0.027,0.03,0.026,0.027,0.028,0.029,0.028,0.031,0.029,0.029,0.029,0.029,0.026,0.029,0.028,0.028,0.026,0.029,0.027,0.028,0.028,0.03,0.027,0.026,0.027,0.029,0.028,0.026,0.028,
E,1,Sample X49,0.029,0.028,0.03,0.028,0.027,0.025,0.028,0.027,0.027,0.03,0.029,0.028,0.03,0.029,0.029,0.029,0.029,0.027,0.03,0.027,0.027,0.029,0.025,0.027,0.027,0.028,0.029,0.033,0.028,0.029,0.029,0.028,0.03,0.031,0.028,0.029,0.029,0.031,0.028,0.029,0.029,0.028,0.027,0.029,0.028,0.029,0.029,0.031,0.029,0.029,0.029,0.031,0.029,0.029,0.028,
E,2,Sample X50,0.041,0.04,0.048,0.059,0.082,0.122,0.158,0.202,0.253,0.298,0.338,0.396,0.432,0.448,0.469,0.485,0.508,0.52,0.514,0.556,0.573,0.593,0.617,0.642,0.654,0.669,0.688,0.711,0.734,0.746,0.755,0.77,0.78,0.792,0.792,0.807,0.814,0.831,0.834,0.858,0.86,0.878,0.886,0.892,0.911,0.924,0.934,0.947,0.968,0.976,1.001,0.999,1.014,1.02,1.034,
E,3,Sample X51,0.051,0.049,0.056,0.067,0.095,0.131,0.172,0.219,0.266,0.312,0.342,0.36,0.385,0.394,0.418,0.429,0.449,0.463,0.464,0.482,0.496,0.515,0.512,0.533,0.541,0.553,0.553,0.565,0.575,0.582,0.596,0.597,0.61,0.618,0.625,0.632,0.638,0.647,0.65,0.665,0.665,0.67,0.679,0.683,0.693,0.706,0.702,0.717,0.72,0.73,0.737,0.734,0.748,0.749,0.755,
E,4,Sample X52,0.047,0.048,0.058,0.07,0.104,0.141,0.182,0.231,0.281,0.331,0.365,0.398,0.425,0.434,0.455,0.467,0.479,0.489,0.494,0.503,0.517,0.53,0.531,0.541,0.551,0.562,0.568,0.578,0.586,0.59,0.601,0.608,0.618,0.626,0.632,0.635,0.644,0.653,0.658,0.668,0.67,0.681,0.688,0.694,0.699,0.713,0.71,0.724,0.732,0.734,0.734,0.747,0.757,0.763,0.766,
E,5,Sample X53,0.05,0.052,0.064,0.088,0.123,0.165,0.216,0.291,0.313,0.348,0.376,0.393,0.416,0.445,0.468,0.493,0.501,0.524,0.531,0.553,0.568,0.588,0.606,0.627,0.639,0.664,0.678,0.694,0.711,0.718,0.739,0.751,0.775,0.785,0.798,0.817,0.829,0.842,0.854,0.865,0.884,0.893,0.908,0.92,0.931,0.936,0.952,0.96,0.972,0.967,0.988,0.997,0.998,0.998,1.003,
E,6,Sample X54,0.046,0.047,0.055,0.072,0.096,0.134,0.19,0.259,0.29,0.33,0.363,0.384,0.402,0.43,0.478,0.507,0.52,0.527,0.544,0.556,0.573,0.598,0.606,0.621,0.635,0.647,0.653,0.672,0.691,0.708,0.722,0.735,0.745,0.759,0.769,0.789,0.801,0.819,0.831,0.848,0.87,0.895,0.896,0.918,0.922,0.938,0.945,0.946,0.97,0.955,0.971,0.968,0.972,0.971,0.965,
E,7,Sample X55,0.045,0.044,0.053,0.074,0.109,0.152,0.218,0.276,0.345,0.384,0.401,0.405,0.42,0.445,0.466,0.483,0.509,0.535,0.542,0.573,0.587,0.606,0.612,0.644,0.66,0.679,0.689,0.711,0.726,0.744,0.76,0.781,0.795,0.806,0.82,0.837,0.843,0.862,0.878,0.899,0.911,0.932,0.939,0.961,0.967,0.975,0.99,0.995,1.027,1.013,1.029,1.033,1.041,1.041,1.043,
